time,branch,q05,q25,q50,q75,q95,mean
2025-08-02 23:00:00,Stochastic covariance,-0.4111219407265027,-0.30200524344776897,-0.193443954773644,-0.10264534270062349,0.04014114681647555,-0.19572353807135962
2025-08-03 00:00:00,Stochastic covariance,-0.4114107525174053,-0.30194333268176643,-0.19290653463946417,-0.10279274858966667,0.03986080835344576,-0.19567821284415468
2025-08-03 01:00:00,Stochastic covariance,-0.41155642554228017,-0.30185485702839987,-0.1927308692226796,-0.10297842555583292,0.03949425439120184,-0.1956347082046445
2025-08-03 02:00:00,Stochastic covariance,-0.41165304803660957,-0.3018754979919863,-0.19234119606779332,-0.10332003067115908,0.03879643000854162,-0.1955938762599637
2025-08-03 03:00:00,Stochastic covariance,-0.4114443138108134,-0.3017613250674983,-0.19161766728389118,-0.1034112025781643,0.03826859045331994,-0.19548245208781684
2025-08-03 04:00:00,Stochastic covariance,-0.4110784363547946,-0.301765450314764,-0.19184144223317376,-0.10307280975063637,0.03727353628836108,-0.1953365720630744
2025-08-03 05:00:00,Stochastic covariance,-0.4111410381944097,-0.30080965973269347,-0.19230285237062156,-0.10282112973249583,0.036640982522739875,-0.1952796933404762
2025-08-03 06:00:00,Stochastic covariance,-0.4120509346653743,-0.29925841638231604,-0.19294967614182496,-0.10265684272006824,0.03701381643520543,-0.19535549486283132
2025-08-03 07:00:00,Stochastic covariance,-0.4131421316323315,-0.29877330451123835,-0.19351463141103592,-0.10231761493661923,0.037489821101776614,-0.19545755895495862
2025-08-03 08:00:00,Stochastic covariance,-0.4137342895438597,-0.29827645717063583,-0.19373317131936324,-0.10190168142537614,0.0378916480653807,-0.1954912110397833
2025-08-03 09:00:00,Stochastic covariance,-0.41393106381809075,-0.2978414466888051,-0.19293609965095734,-0.10180480294884205,0.038494003396578526,-0.19531618212425525
2025-08-03 10:00:00,Stochastic covariance,-0.41405238399443306,-0.29695339726963543,-0.1918028025775183,-0.1019341567540503,0.03903211051871604,-0.19496109462434968
2025-08-03 11:00:00,Stochastic covariance,-0.41392911464622817,-0.29580120744773575,-0.19097638684897206,-0.10206232421912476,0.03943762777641367,-0.19463468926493074
2025-08-03 12:00:00,Stochastic covariance,-0.41319262158765924,-0.2956358828210832,-0.18965473692387375,-0.1029401714206986,0.04013212967780732,-0.19429472143242904
2025-08-03 13:00:00,Stochastic covariance,-0.4120445033007311,-0.2964044681926037,-0.18897775648619689,-0.10292993721595761,0.04101623826134708,-0.19397273448354635
2025-08-03 14:00:00,Stochastic covariance,-0.4112791762717111,-0.2968048397020351,-0.1895660515857707,-0.1028269296702876,0.042644965330402636,-0.1936831616379973
2025-08-03 15:00:00,Stochastic covariance,-0.41028543431629,-0.29707981803066913,-0.19013437861052934,-0.10252809965695799,0.04380298217359041,-0.19349294155491098
2025-08-03 16:00:00,Stochastic covariance,-0.41024481196332696,-0.2973228945288625,-0.1902336702995911,-0.10286957764293383,0.044285509053357555,-0.19336762144593167
2025-08-03 17:00:00,Stochastic covariance,-0.4105196837541471,-0.29766489671419954,-0.18974269113909686,-0.10261481384574586,0.04503846361597626,-0.19338217060587098
2025-08-03 18:00:00,Stochastic covariance,-0.41139604120360695,-0.29799486764619665,-0.18866098348099444,-0.1022774586965294,0.04565438025121748,-0.19352170262314053
