time,empirical_corr,window_label,window
2025-06-05 17:00:00,-0.5485501240466076,7D,168
2025-06-05 18:00:00,-0.5434142911505809,7D,168
2025-06-05 19:00:00,-0.5423925996381349,7D,168
2025-06-05 20:00:00,-0.5415542092906721,7D,168
2025-06-05 21:00:00,-0.5389917467207673,7D,168
2025-06-05 22:00:00,-0.538226905124875,7D,168
2025-06-05 23:00:00,-0.5358184044232415,7D,168
2025-06-06 00:00:00,-0.5315289969676797,7D,168
2025-06-06 01:00:00,-0.5248830088580102,7D,168
2025-06-06 02:00:00,-0.5196704320692013,7D,168
2025-06-06 03:00:00,-0.5155861500886604,7D,168
2025-06-06 04:00:00,-0.5125880020578376,7D,168
2025-06-06 05:00:00,-0.5101017870894695,7D,168
2025-06-06 06:00:00,-0.5144401313620101,7D,168
2025-06-06 07:00:00,-0.5186210064118563,7D,168
2025-06-06 08:00:00,-0.5219618179543314,7D,168
