method,side,wind_state,intensity_year_inv,ci_low,ci_high,bandwidth,local_exposure_years,local_observations,weighted_event_count_proxy,monotone_increasing_projection
corrected high-price positive spikes,positive,0.752372583333334,2.3980194698441184,0.0,5.948684634716797,0.3,0.9466789568747516,5364,0.6810463710832124,
corrected high-price positive spikes,positive,0.7568718111111118,2.3371930945526325,0.0,5.82998550978974,0.3,0.9240196924807974,5254,0.6478837333490299,
corrected high-price positive spikes,positive,0.7613710388888896,2.2699362423944582,0.0,5.699644734944693,0.3,0.9017086262797483,5125,0.6140463272616362,
corrected high-price positive spikes,positive,0.7658702666666674,2.19552651960097,0.0,5.5565642730902916,0.3,0.8798711799457261,4990,0.5795341528210316,
corrected high-price positive spikes,positive,0.7703694944444451,2.1137479583204057,0.0,5.401067639568328,0.3,0.858423395726198,4884,0.5443472100272162,
corrected high-price positive spikes,positive,0.7748687222222229,2.024391121663245,0.0,5.233711658651617,0.3,0.837264916248689,4774,0.5084854988801899,
corrected high-price positive spikes,positive,0.7793679500000007,1.9269671476308727,0.0,5.054608082599741,0.3,0.8163934708836709,4674,0.47194901937995254,
corrected high-price positive spikes,positive,0.7838671777777785,1.821025247482741,0.0,4.864303955907134,0.3,0.7957747467211228,4567,0.43473777152650445,
corrected high-price positive spikes,positive,0.7883664055555563,1.7057863895613756,0.0,4.662895013844869,0.3,0.7755010782678585,4451,0.39685175531984523,
corrected high-price positive spikes,positive,0.792865633333334,1.5804933806508572,0.0,4.451021843896157,0.3,0.7556521593116464,4350,0.35829097075997524,
corrected high-price positive spikes,positive,0.7973648611111118,1.4448196638502249,0.0,4.231184847785091,0.3,0.736090521259611,4250,0.3190554178468944,
corrected high-price positive spikes,positive,0.8018640888888896,1.3789801694241344,0.0,4.081781301495438,0.3,0.7168716584086152,4142,0.2965655402903017,
corrected high-price positive spikes,positive,0.8063633166666674,1.331913401359244,0.0,3.942463668023362,0.3,0.6980059500513126,4044,0.2789050437305503,
corrected high-price positive spikes,positive,0.8108625444444452,1.2799872175721265,0.0,3.7887621640134945,0.3,0.6794525221615909,3950,0.26090716299419353,
corrected high-price positive spikes,positive,0.815361772222223,1.2227796103734931,0.0,3.6194276467055397,0.3,0.661258158661256,3846,0.24257189808123125,
corrected high-price positive spikes,positive,0.8198610000000007,1.1598569562694683,0.0,3.4331765905576264,0.3,0.6434679948574776,3745,0.22389924899166355,
